carimbo,pol_comf,conspol_prof_nota,conspol_prof_ofens,conspol_prof_errad,conspol_col_ofens,conspol_redes,conspol_cod_cond,conspol_vidsoci,conspol_vidprofi,conspol_outro,rac_comf,consrac_prof_nota,consrac_prof_ofens,consrac_prof_errad,consrac_col_ofens,consrac_redes,consrac_cod_cond,consrac_vidsoci,consrac_vidprofi,consrac_outro,sex_comf,conssex_prof_nota,conssex_prof_ofens,conssex_prof_errad,conssex_col_ofens,conssex_redes,conssex_cod_cond,conssex_vidsoci,conssex_vidprofi,conssex_outro,gen_comf,consgen_prof_nota,consgen_prof_ofens,consgen_prof_errad,consgen_col_ofens,consgen_redes,consgen_cod_cond,consgen_vidsoci,consgen_vidprofi,consgen_outro,rel_comf,consrel_prof_nota,consrel_prof_ofens,consrel_prof_errad,consrel_col_ofens,consrel_redes,consrel_cod_cond,consrel_vidsoci,consrel_vidprofi,consrel_outro,adm_comf,consadm_prof_nota,consadm_prof_ofens,consadm_prof_errad,consadm_col_ofens,consadm_redes,consadm_cod_cond,consadm_vidsoci,consadm_vidprofi,consadm_outro,mat_comf,consmat_prof_nota,consmat_prof_ofens,consmat_prof_errad,consmat_col_ofens,consmat_redes,consmat_cod_cond,consmat_vidsoci,consmat_vidprofi,consmat_outro,percepfem,percepmasc,percepesq,percepdir,percepbran,perceppre,percepasi,percepric,perceppob,percephomo,percephet,perceptran,perceprel,percepate,percepoutro,tratgen,tratrac,tratpol,tratrel,tratsex,tratclas,compalunos,compprofs,compadm,incentidivers,idade,nivel,academic,area,sexo,trasn,orisex,class,raca,rel,denom_pol,espectro_econ,espectro_cult,uf,cidade
2021/11/04 8:02:33 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Feministas ,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,20.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Masculino,Não,Heterosexual,"Mais de vinte salários mínimos (R$ 22.000,01 ou mais).",Pardo / Mestiço,Cristão: Católico,Conservador,Prefiro não responder,Prefiro não responder,PR,LONDRINA
2021/11/04 8:04:49 PM GMT-4,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,"Não trata-se de preocupação, propriamente dita, e sim, sobre o quão difícil está, atualmente, em lidar com as pessoas e manter discussão saudável acerca de alguns temas. Por isso, talvez não expor alguns posicionamentos, trata-se apenas de uma maneira de evitar posteriores conflitos e/ou nervosismo desnecessário. ",Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Não. ,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria tem posições próximas à minha,Maioria tem posições próximas à minha,Não sei responder,3. Ocasionalmente,21.0,Superior - meio da graduação,Não,Ciências Humanas,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: Católico,Socialista,Esquerda,Esquerda,PR,LONDRINA
2021/11/04 8:05:24 PM GMT-4,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Nem um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Não sei responder,Não sei responder,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Poucas vezes por ano,"Uma vez por ano, ou menos",Mais ou menos uma vez por mês,Poucas vezes por ano,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,4. Frequentemente,18.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Humanas,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: Católico,Prefiro não responder,Prefiro não responder,Prefiro não responder,PR,CAMBÉ
2021/11/04 8:06:19 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Nunca,Mais de uma vez por semana,Mais ou menos uma vez por mês,Poucas vezes por ano,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,18.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Feminino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Preto / Negro,Cristão: Protestante,Liberal,Centro,Centro,PR,LONDRINA
2021/11/04 8:07:23 PM GMT-4,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que o aluno médio,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Não sei responder,Menos confortáveis que o aluno médio,Não sei responder,Não sei responder,Não sei responder,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,"Uma vez por ano, ou menos",Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,2. Raramente,23.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Feminino,Não,Heterosexual,Não sei.,Pardo / Mestiço,Cristão: outra denominação,Não penso muito sobre isso,Prefiro não responder,Prefiro não responder,PR,LONDRINA
2021/11/04 8:13:37 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Muito preocupado,Moderadamente preocupado,Um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não ,Nunca,Nunca,Nunca,Poucas vezes por ano,Nunca,Nunca,Maioria à esquerda,Maioria à direita,Maioria à direita,2. Raramente,18.0,Superior - início da graduação (primeiros dois semestres),Não,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Protestante,Conservador,Centro-Direita,Direita,PR,LONDRINA
2021/11/04 8:14:27 PM GMT-4,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,5. Sempre,21.0,Superior - meio da graduação,Sim,Ciências Humanas,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: Católico,Prefiro não responder,Prefiro não responder,Prefiro não responder,PR,IBIPORÃ
2021/11/04 8:14:30 PM GMT-4,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Maioria tem posições próximas à minha,Maioria tem posições próximas à minha,5. Sempre,21.0,Superior - meio da graduação,Sim,Ciências Humanas,Masculino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Cristão: Católico,Liberal de direita,Direita,Centro,PR,CORNÉLIO PROCÓPIO
2021/11/04 8:16:45 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Mais de uma vez por semana,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria tem posições próximas à minha,Maioria à esquerda,Maioria à esquerda,2. Raramente,18.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Feminino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Cristão: Católico,Conservador,Direita,Direita,PR,CAMBÉ
2021/11/04 8:19:12 PM GMT-4,Relutante,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,Moderadamente preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,4. Frequentemente,18.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Sociais Aplicadas,Feminino,Não,Bisexual,Prefiro não responder.,Branco / Caucasiano,Não penso muito sobre isso,Prefiro não responder,Prefiro não responder,Prefiro não responder,PR,CAMBÉ
2021/11/04 8:21:30 PM GMT-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/11/04 8:21:53 PM GMT-4,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,"Caso ocorra um pensamento e alguém se sinta ofendido, ocorre uma situação desconfortável, o qual já coloca o sujeito autor desse pesamento com status de racista, pois aqui na enquete se trata de questões raciais. Por isso não me sinto confortável por conta que algum ponto de vista diferente a pessoa pode ser ""crucificada"", as vezes a pessoa não fez por mal, mas sim por falta de empatia ou vivência por passar por aquilo. Mas o que devemos fazer é explicar qual é o motivo para a pessoa do pensamento racista, porque aquele pensamento é ofencivo ao outro.
Eu mesmo sou descendente de japonês, rescentemente fui chamado de ""O Japonês"" no mercado, alguns já se sentem ofendidos e acabam querendo uma luta maior para que isso não ocorra, pois todos temos um nome, ou simples somos humanos, poderia ter me chamado de ""moço"", pois quem me chamou não sabia meu nome, apensa deixei pra lá. Sempre respeito as lutas raciais, pois não sou eu que estou passando por aquela situação que o outro se sente ofendido ou desconfortável",Confortável,,,,,,,,,,Relutante,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,"Mesmo motivo da anterior, as vezes alguém não tem empatia ou nunca vivenciou pelo o que as pessoas de outros gêneros passam. ",Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,"Não respondo pelos outros, assim cada pessoa deve responder se sente ou não confortável.",Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,26.0,Superior - início da graduação (primeiros dois semestres),Não,Ciências Humanas,Masculino,Não,Heterosexual,Não sei.,Amarelo / Oriental,Cristão: Católico,Não penso muito sobre isso,Centro,Centro,PR,LONDRINA
2021/11/04 8:28:47 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,,Nunca,Nunca,Poucas vezes por ano,Nunca,Nunca,Nunca,Maioria à esquerda,Maioria à esquerda,Maioria à direita,5. Sempre,18.0,Superior - início da graduação (primeiros dois semestres),Não sei,Prefiro não responder,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Conservador,Direita,Direita,PR,LONDRINA
2021/11/04 8:33:03 PM GMT-4,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Mais confortáveis que o aluno médio,Não ,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Poucas vezes por ano,Maioria tem posições próximas à minha,Não sei responder,Não sei responder,4. Frequentemente,18.0,Superior - início da graduação (primeiros dois semestres),Sim,Ciências Humanas,Feminino,Não,Heterosexual,Não sei.,Branco / Caucasiano,Cristão: Protestante,Liberal,Direita,Direita,PR,LONDRINA
2021/11/04 8:40:24 PM GMT-4,Relutante,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Moderadamente preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Dificuldade pessoal de me manifestar em público e receio de estar ofendendo alguém ou estar sendo inconveniente com minhas opiniões.,Relutante,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Relutante,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Relutante,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Mais confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Menos confortáveis que o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Mais confortáveis que o aluno médio,Não sei responder,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,Tão confortáveis quanto o aluno médio,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria à esquerda,Maioria tem posições próximas à minha,Maioria à direita,4. Frequentemente,18.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Católico,Conservador,Centro,Centro-Direita,PR,LONDRINA
