carimbo,pol_comf,conspol_prof_nota,conspol_prof_ofens,conspol_prof_errad,conspol_col_ofens,conspol_redes,conspol_cod_cond,conspol_vidsoci,conspol_vidprofi,conspol_outro,rac_comf,consrac_prof_nota,consrac_prof_ofens,consrac_prof_errad,consrac_col_ofens,consrac_redes,consrac_cod_cond,consrac_vidsoci,consrac_vidprofi,consrac_outro,sex_comf,conssex_prof_nota,conssex_prof_ofens,conssex_prof_errad,conssex_col_ofens,conssex_redes,conssex_cod_cond,conssex_vidsoci,conssex_vidprofi,conssex_outro,gen_comf,consgen_prof_nota,consgen_prof_ofens,consgen_prof_errad,consgen_col_ofens,consgen_redes,consgen_cod_cond,consgen_vidsoci,consgen_vidprofi,consgen_outro,rel_comf,consrel_prof_nota,consrel_prof_ofens,consrel_prof_errad,consrel_col_ofens,consrel_redes,consrel_cod_cond,consrel_vidsoci,consrel_vidprofi,consrel_outro,adm_comf,consadm_prof_nota,consadm_prof_ofens,consadm_prof_errad,consadm_col_ofens,consadm_redes,consadm_cod_cond,consadm_vidsoci,consadm_vidprofi,consadm_outro,mat_comf,consmat_prof_nota,consmat_prof_ofens,consmat_prof_errad,consmat_col_ofens,consmat_redes,consmat_cod_cond,consmat_vidsoci,consmat_vidprofi,consmat_outro,percepfem,percepmasc,percepesq,percepdir,percepbran,perceppre,percepasi,percepric,perceppob,percephomo,percephet,perceptran,perceprel,percepate,percepoutro,tratgen,tratrac,tratpol,tratrel,tratsex,tratclas,compalunos,compprofs,compadm,incentidivers,idade,nivel,academic,area,sexo,trasn,orisex,class,raca,rel,denom_pol,espectro_econ,espectro_cult,uf,cidade
2021/11/26 9:10:19 AM GMT-5,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Minha preocupação está mais ligada à possibilidade de ser mal interpretada e por isso ser prejudicada,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,"Apesar do Estado ser laico, muitas pessoas ignoram isso e encaram esse debate como uma ofensa. Ainda mais se entrar na questão de que há outras religiões além da cristã. Já me deparei com ADVOGADOS que alegavam que a lei máxima era a Bíblia, e que sim, ela estava acima da constituição. Por esse motivo é muito difícil eu entrar em debates sobre religião, faço apenas com pessoas próximas. ",Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,"Tive uma experiência ruim com um professor durante o ensino médio no colégio londrinense. A coordenação me ouviu, mas não resolveu o problema e passei dois anos com esse professor pegando no meu pé, inclusive me tirou da sala e me humilhou na frente da turma uma vez. Sei que a UniFil é uma parte separada, a coordenação é outra e os professores também. Porém fiquei com esse medo de ser perseguida novamente, só reclamo de algo quando for extremamente necessário ou a situação já está insustentável. ",Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Muito preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Insegurança. Tenho medo de falar algo errado na frente da turma. Normalmente fazia perguntas depois da aula. ,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Tão confortáveis quanto os alunos em geral,Não sei responder,Mais confortáveis que os alunos em geral,Não sei responder,,Poucas vezes por ano,Nunca,Mais de uma vez por semana,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,20.0,Superior - meio da graduação,Não sei,Ciências Humanas,Feminino,Não,Não sei,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Não penso muito sobre isso,Liberal,Centro-Esquerda,Centro-Esquerda,PR,Londrina
2021/11/26 10:47:01 AM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Muito preocupado,Um pouco preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Poucas vezes por ano,Nunca,Nunca,Poucas vezes por ano,Nunca,Poucas vezes por ano,Não sei responder,Não sei responder,Não sei responder,1. Nunca,23.0,Superior - final da graduação (últimos dois semestres),Sim,Ciências Sociais Aplicadas,Feminino,Não,Heterosexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Branco / Caucasiano,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,PR,Londrina
2021/11/26 12:21:04 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Poucas vezes por ano,"Uma vez por ano, ou menos",Poucas vezes por ano,Nunca,Maioria à esquerda,Maioria à direita,Não sei responder,5. Sempre,23.0,Superior - final da graduação (últimos dois semestres),Não sei,Ciências Humanas,Masculino,Não,Homosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: outra denominação,Progressista,Esquerda,Esquerda,PR,londrina
2021/11/26 12:49:36 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,2. Raramente,33.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências da Saúde,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Pardo / Mestiço,Espiritualidade não-religiosa,Liberal,Centro-Esquerda,Centro-Esquerda,PR,Londrina
2021/11/26 12:49:39 PM GMT-5,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Moderadamente preocupado,Muito preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Nem um pouco preocupado,,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Não sei responder,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Não sei responder,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,,Nunca,Nunca,Mais ou menos uma vez por mês,Nunca,Nunca,Nunca,Maioria à direita,Maioria à direita,Maioria à direita,2. Raramente,19.0,Superior - meio da graduação,Sim,Ciências Sociais Aplicadas,Feminino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Pardo / Mestiço,Espírita,Não penso muito sobre isso,Centro-Esquerda,Esquerda,PR,londrina 
2021/11/26 4:42:16 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,2. Raramente,22.0,Superior - final da graduação (últimos dois semestres),Não,Ciências Exatas e da Terra,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: Católico,Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,Cornélio procopio 
2021/11/26 4:50:30 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Não ,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria à esquerda,Maioria à esquerda,Maioria à esquerda,4. Frequentemente,33.0,Superior - final da graduação (últimos dois semestres),Sim,Ciências Exatas e da Terra,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Pardo / Mestiço,Cristão: outra denominação,Conservador,Direita,Direita,PR,Cambé 
2021/11/26 4:56:33 PM GMT-5,Relutante,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,Moderadamente preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,Nunca,Mais ou menos uma vez por mês,Nunca,"Uma vez por ano, ou menos",Maioria tem posições próximas à minha,Não sei responder,Não sei responder,2. Raramente,36.0,Superior - final da graduação (últimos dois semestres),Não,Ciências da Saúde,Masculino,Não,Heterosexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Branco / Caucasiano,Cristão: Protestante,Prefiro não responder,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,Londrina
2021/11/26 5:00:04 PM GMT-5,Relutante,Moderadamente preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Moderadamente preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,Poucas vezes por ano,Poucas vezes por ano,Nunca,"Uma vez por ano, ou menos",Maioria tem posições próximas à minha,Maioria à direita,Maioria à direita,2. Raramente,20.0,Superior - meio da graduação,Não,Ciências da Saúde,Feminino,Não,Heterosexual,"De dez a vinte salários mínimos (R$ 11.000,01 a R$ 22.000,00).",Branco / Caucasiano,Cristão: Protestante,Liberal,Esquerda,Centro-Esquerda,PR,Londrina 
2021/11/26 5:15:43 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Não sei responder,Não sei responder,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,"Uma vez por ano, ou menos",Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,2. Raramente,24.0,Superior - final da graduação (últimos dois semestres),Não sei,Ciências da Saúde,Feminino,Não,Não sei,"Menos de dois salários mínimos (Até R$ 2.200,00).",Branco / Caucasiano,Cristão: Católico,Não penso muito sobre isso,Prefiro não responder,Apolítico / Não penso muito sobre isso,PR,Jataizinho
2021/11/26 5:18:08 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,"Alunos pobres, que vieram de bolsa ou que passam mais aperto pra pagar, não se sentem tão confortáveis assim. Já presenciei professores sendo mais seletivos quando se trata de alunos bolsistas ou pagantes, filhos de ricos que trabalham dentro da escola diferentes de filhos de famílias mais pobres. A real é que é assim em qualquer lugar. Não é um erro pontual nem regional.","Uma vez por ano, ou menos",Nunca,"Uma vez por ano, ou menos","Uma vez por ano, ou menos",Nunca,"Uma vez por ano, ou menos",Maioria à esquerda,Maioria à esquerda,Não sei responder,3. Ocasionalmente,24.0,Superior - final da graduação (últimos dois semestres),Não sei,Ciências da Saúde,Masculino,Não,Heterosexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Branco / Caucasiano,Cristão: Protestante,Conservador,Centro-Direita,Centro-Direita,PR,Cambé
2021/11/26 5:25:23 PM GMT-5,Relutante,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,,Nunca,Nunca,Poucas vezes por ano,"Uma vez por ano, ou menos",Nunca,Nunca,Maioria à esquerda,Não sei responder,Não sei responder,3. Ocasionalmente,22.0,Superior - meio da graduação,Não,Ciências da Saúde,Feminino,Não,Heterosexual,Prefiro não responder.,Branco / Caucasiano,Cristão: Católico,Conservador,Direita,Direita,PR,Londrina
2021/11/26 6:30:02 PM GMT-5,Relutante,Um pouco preocupado,Muito preocupado,Moderadamente preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Sobre religião ,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Um pouco preocupado,Muito preocupado,Um pouco preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Não tem ,Relutante,Um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Confortável,,,,,,,,,,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Não sei responder,Não sei responder,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,22.0,Superior - final da graduação (últimos dois semestres),Sim,Ciências da Saúde,Feminino,Não,Heterosexual,Não sei.,Branco / Caucasiano,Cristão: outra denominação,Liberal,Prefiro não responder,Prefiro não responder,PR,Prado Ferreira 
2021/11/26 8:11:48 PM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,,Nunca,Nunca,Poucas vezes por ano,"Uma vez por ano, ou menos",Nunca,"Uma vez por ano, ou menos",Não sei responder,Maioria tem posições próximas à minha,Maioria tem posições próximas à minha,3. Ocasionalmente,26.0,Superior - início da graduação (primeiros dois semestres),Não sei,Engenharias,Masculino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: outra denominação,Liberal,Centro,Centro-Direita,PR,Londrina 
2021/11/27 7:14:31 PM GMT-5,Confortável,,,,,,,,,,Relutante,Muito preocupado,Um pouco preocupado,Moderadamente preocupado,Um pouco preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,3. Ocasionalmente,19.0,Superior - início da graduação (primeiros dois semestres),Não sei,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Preto / Negro,Ateísta,Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,Apolítico / Não penso muito sobre isso,PR,Cambé
2021/11/29 8:02:45 AM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Relutante,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Nem um pouco preocupado,Um pouco preocupado,Moderadamente preocupado,Nem um pouco preocupado,Um pouco preocupado,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Maioria à direita,Maioria tem posições próximas à minha,Não sei responder,2. Raramente,42.0,Pós-Graduação,Não,Ciências Humanas,Masculino,Não,Heterosexual,"De quatro a dez salários mínimos (R$ 4.400,01 a R$ 11.000,00).",Branco / Caucasiano,Cristão: Protestante,Conservador,Direita,Direita,PR,Ibiporã 
2021/11/29 8:10:42 AM GMT-5,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Confortável,,,,,,,,,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Não sei responder,Maioria tem posições próximas à minha,Não sei responder,4. Frequentemente,32.0,Pós-Graduação,Sim,Ciências Sociais Aplicadas,Feminino,Não,Heterosexual,"Menos de dois salários mínimos (Até R$ 2.200,00).",Pardo / Mestiço,Cristão: Católico,Socialista,Centro-Esquerda,Centro-Esquerda,PR,Jundiaí do Sul
2021/11/29 8:33:14 AM GMT-5,Relutante,Nem um pouco preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Relutante,Nem um pouco preocupado,Muito preocupado,Um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Relutante,Nem um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Relutante,Nem um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Relutante,Nem um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Relutante,Nem um pouco preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,,Relutante,Nem um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,Um pouco preocupado,,Tão confortáveis quanto os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Menos confortáveis que os alunos em geral,Tão confortáveis quanto os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,Menos confortáveis que os alunos em geral,Mais confortáveis que os alunos em geral,,Nunca,Nunca,Mais de uma vez por semana,Mais de uma vez por semana,Nunca,Nunca,Não sei responder,Não sei responder,Não sei responder,1. Nunca,45.0,Pós-Graduação,Não,Ciências Humanas,Feminino,Não,Heterosexual,"De dois a quatro salários mínimos (R$  2.200,01 a R$ 4.400,00).",Branco / Caucasiano,Cristão: outra denominação,Conservador,Direita,Direita,PR,LONDRINA
